,Unnamed: 0,id_review,date,product_id,user_rating,date_other_format,user_id,title,review
294,294,297,20110910,B003CP15AE,4,"September 10, 2011",A234X1MVIMPMMC,Infinity and Beyond!!,"I was a little skeptical about this new product Always Infinity at first because Always is the only brand that I have ever used and I didn\'t want my product tampered with or improved because they were already perfect. I usually don\'t like improvements because to me that is usually code for taking away something good about the product in order to make a cheaper product to produce and cut back on the quality.  I have to say I was pleasantly surprised with how well the new technology worked to absorb away from your body. Even on my heaviest days I didn\'t have any leaks and I didn\'t feel bulky as I sometimes can feel. The new design has a wider back and channels that help with faster absorption. The only problem that I have with this product is that the adhesive is not strong enough on the wings, but besides that I think I can finally say I\'ve found an improvement I like. Great job Always."
4849,1676,1719,20110104,B001CX4JSS,5,"January 4, 2011",AJ6GXUGTXZTNG,Love it!,"This is my first time to use an electric toothbrush and let me just say I was blown away with the results! My teeth haven\'t felt felt this clean since my regular visits to my dentist! All I can say is, this little gadget has exceeded my expectations and more! And with it the special price I got (and $15 rebate) it has really made my buying experience all the worth while!I have already recommended this product to friends and family!"
805,385,395,20100217,B000277P5E,1,"February 17, 2010",A3355DFN8AJZTH,The worst ever,This blade is the worst I ever used. It is too rough to shave.Painful shaving experience.I shouldn\'t have bought it.Now I had to through all of them.7years of Gillette experience just flew away after I used this refill cartridges (Gillette Mach3 Turbo)    
3920,747,764,20091004,B0002M5JO8,5,"October 4, 2009",A2ITJI3UIEZLZM,Oral B sonic replacement brush,"Both, the toothbrush and replacement brush are excellent products.  I tried to buy replacement brushes locally but had no luck.  I finally went to Amazon on line and was able to order the replacement brushes reasonably priced.John S., Lake Hiawatha, N.J."
3257,84,85,20070714,B00006ANDK,5,"July 14, 2007",AUV7R6O49YW6H,"arrived quickly, saved 50 cents","I clicked on \'buy with one click\' when I saw that this product was 6 or 7 dollars cheaper on-line than in the drugstore--without checking the old, \'shipping and handling\' dodge. So with the pricey shipping in handling I saved 50 cents. Been awhile since I fell for that one; I\'ve just hated how much these stupid refills cost. they should cost a few bucks.It\'s a convenient way to buy these things, if you don\'t get out much, I guess. Not a huge savings though."
4392,1219,1247,20110511,B000GGG0K2,3,"May 11, 2011",A2IL2MT944PWW0,Erratic performance,"I use children\'s toothbrushes to reach my back teeth, plus they are far more fun to look at than \'grown-up\' brushes.  The Tigger version has problems: sometimes it runs erratically, sometimes it runs fine, and sometimes it doesn\'t run at all.  Now I shake it before I try to start it, and that usually works.  I could return it, but one can use an electric toothbrush in the manual mode, so I decided a return was too much trouble.  I have the Winnie the Pooh from the same product line, and I have had no trouble with it."
5867,2694,2765,20120106,B003UKKHB4,4,"January 6, 2012",A2CGASAR41PPNW,bought as gift,bought this as a gift the person loves it... he said that he enjoys the sensor on it to let him know if he is pushing to hard. he feels \'fresher\' after use
5590,2417,2473,20100521,B002HWS9GG,1,"May 21, 2010",A3F12CB9K1XLS2,Defective?,"I\'m returning this brush. It doesn\'t stay charged very well. Even though the battery indicator on the brush shows a full charge or a 3/4 charge, the brush is wimpy and weak. I\'d have to charge it every 2 days to keep it at an acceptable strength.I\'ve owned an Oral b Vitality for over a year that beats this one hands down-and it\'s a $20 brush. I thought I was upgrading buying this one, but I was wrong. I\'ll keep my cheap brush that actually gets my teeth clean. I\'ll never waste my time or money on a ritzy brush like this ever again."
3084,2664,2745,20110419,B004QE83VE,4,"April 19, 2011",A21BVL7PKG9BX8,"Shaves nice, but a little messy","I really do like the Gillette Venus Proskin Moisurerich razor. It shaves really smooth and I have yet to nick or cut myself with it. My only complaint is that the razor can be a little messy with the moisture bar as it has a tendency to get gooey and slimy while using it. I\'m always sure to rinse it off good and give it a really good shake before I put it away to make sure it\'s mostly dried off. I don\'t store the razor in the shower where the water will hit it constantly or it would eat away the moisture bar in no time. I shave my legs every other day and this razor seems to do a really good job at shaving close and keeping my legs looking good for the time between shaving. Overall, I\'m happy with this razor and might even buy some refills on my own when I\'m done using up what came with the razor.    "
1960,1540,1591,20090914,B001JQLNFA,5,"September 14, 2009",A1CDZM5YMB61PD,Highly recommended,"I got one of these a while back for my daughter. She\'s 18, and likes to look her best. Well, she thinks that these razors are great, and now claims that she will not use any other razor. She finds that the razors work very well when she is taking a bath, and by storing it up high, she keeps the lotion bars from becoming soaked and getting ruined.That\'s right, I am not reviewing from personal experience, but when my daughter demands a product like she does this one, I know that it is good. She gives it a big recommendation, and expects to go on using these for a long time to come.    "
2468,2048,2123,20100527,B003987CL0,4,"May 27, 2010",A3HUC8541SJ6UT,A Woman\'s Review,"As a woman, I realize I am not the target audience for this razor; I use it to shave my legs.  As such, my review will not apply to men who want to know how it glides on the angles of their face, or how it trims the hair near their nose, etc.  Sorry.If you\'re a woman reading this - here\'s what you need to know:First of all, I\'m a teensy bit OCD when it comes to shaving my legs; I shave them every day and sometimes twice a day.  I know - it\'s stupid - I can\'t help it.  Anyway, I thought a power razor would be an easy way to do a quick shave when I\'m doing a 2nd shave of the day... so I wouldn\'t have to get in the shower a 2nd time.  I imagined that the reason for a power razor was that you could use it dry.  No.You still need wet skin to use this razor, and really - wet skin with some sort of lubricant (body wash, etc) is best.  I don\'t really understand why you need a vibrating \'power razor\' when you still have to have wet skin and shaving cream (or similar) to use it.  What is the advantage of the power?  Why not use a regular razor if you\'re doing all that anyway?  There\'s probably some reason that I don\'t get, and I\'m certainly not going to take away stars for my own ignorance, but I\'m just telling you in case you thought you could use this razor dry.As a razor in the shower, it shaves well.  The shave is close and smooth, with no nicks.  Personally I prefer the Schick Intuition since you can skip using the body wash with that (as it has it\'s own lubricating bar).  But this one shaves very well, and an advantage over the Intuition is that it has a \'floating\' head that goes over bumps like knees more easily and smoothly than a stationary blade like the Intuition.I give it 4 stars instead of 5 because the replacement heads are pretty pricey, and seem to get dull fairly quickly.BOTTOM LINE:  As long as you know what you\'re getting, it\'s a good comfortable razor that\'s easy to hold and shaves well.    "
